Device	Assay Name	AssayType	AssayTypeCode	Species	Name	UnitsSystem	Units	dblConversionFactor	nPrecision	VeryLow	Low	High	VeryHigh					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Macaw Hyacinth	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Macaw Hyacinth	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Macaw Hyacinth	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Macaw Scarlet	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Macaw Scarlet	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Macaw Scarlet	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Parrot Eclect	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Parrot Eclect	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Avian	Parrot Eclect	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Adult Canine	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Adult Canine	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Adult Canine	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Geriatric Canine	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Geriatric Canine	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Geriatric Canine	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Puppy	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Puppy	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Canine	Puppy	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Adult Equine	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Adult Equine	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Adult Equine	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Foal	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Foal	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Foal	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Mare at Stud	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Mare at Stud	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Mare at Stud	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Yearling	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Yearling	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Equine	Yearling	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Adult Feline	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Adult Feline	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Adult Feline	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Geriatric Feline	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Geriatric Feline	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Geriatric Feline	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Kitten	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Kitten	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Feline	Kitten	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Ferret	Ferret	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Ferret	Ferret	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Ferret	Ferret	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Goat	Goat	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Goat	Goat	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Goat	Goat	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Lizard	Lizard	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Lizard	Lizard	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Lizard	Lizard	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Llama	Llama	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Llama	Llama	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Llama	Llama	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Monkey	Monkey	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Monkey	Monkey	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Monkey	Monkey	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Mouse	Mouse	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Mouse	Mouse	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Mouse	Mouse	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Other	Other	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Other	Other	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Other	Other	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Pig	Pig	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Pig	Pig	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Pig	Pig	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Rabbit	Rabbit	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Rabbit	Rabbit	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Rabbit	Rabbit	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Rat	Rat	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Rat	Rat	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Rat	Rat	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Sheep	Sheep	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Sheep	Sheep	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Sheep	Sheep	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Snake	Snake	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Snake	Snake	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Snake	Snake	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Tortoise	Tortoise	English	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Tortoise	Tortoise	French	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	% Reticulocytes	RETIC	RETIC	Tortoise	Tortoise	S.I.	K/µL	1	1	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	African Gray	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	African Gray	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	African Gray	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Amazon Blue-Feather	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Amazon Blue-Feather	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Amazon Blue-Feather	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Amazon Yellow	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Amazon Yellow	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Amazon Yellow	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Budgerigar	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Budgerigar	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Budgerigar	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Canary	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Canary	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Canary	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatiel	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatiel	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatiel	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatoo Molu	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatoo Molu	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatoo Molu	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatoo Umber	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatoo Umber	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Cockatoo Umber	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Conure	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Conure	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Conure	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Gray Cheek	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Gray Cheek	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Gray Cheek	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Blue and Gold	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Blue and Gold	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Blue and Gold	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Hyacinth	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Hyacinth	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Hyacinth	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Scarlet	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Scarlet	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Macaw Scarlet	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Parrot Eclect	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Parrot Eclect	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Avian	Parrot Eclect	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Bovine	Beef Cattle	English	K/µL	1	2	-9999999	1	2	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Bovine	Beef Cattle	French	x10^9/L	1	2	-9999999	1	2	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Bovine	Beef Cattle	S.I.	x10^9/L	1	2	-9999999	1	2	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Bovine	Dairy Cow	English	K/µL	1	2	-9999999	1	2	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Bovine	Dairy Cow	French	x10^9/L	1	2	-9999999	1	2	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Bovine	Dairy Cow	S.I.	x10^9/L	1	2	-9999999	1	2	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Adult Canine	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Adult Canine	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Adult Canine	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Geriatric Canine	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Geriatric Canine	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Geriatric Canine	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Puppy	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Puppy	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Canine	Puppy	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Adult Equine	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Adult Equine	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Adult Equine	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Foal	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Foal	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Foal	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Mare at Stud	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Mare at Stud	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Mare at Stud	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Yearling	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Yearling	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Equine	Yearling	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Adult Feline	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Adult Feline	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Adult Feline	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Geriatric Feline	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Geriatric Feline	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Geriatric Feline	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Kitten	English	K/µL	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Kitten	French	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Feline	Kitten	S.I.	x10^9/L	1	2	0	1	2	10					
VetAutoread	Eosinophils 	EOS	EOS	Ferret	Ferret	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Ferret	Ferret	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Ferret	Ferret	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Goat	Goat	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Goat	Goat	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Goat	Goat	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Lizard	Lizard	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Lizard	Lizard	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Lizard	Lizard	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Llama	Llama	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Llama	Llama	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Llama	Llama	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Monkey	Monkey	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Monkey	Monkey	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Monkey	Monkey	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Mouse	Mouse	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Mouse	Mouse	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Mouse	Mouse	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Other	Other	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Other	Other	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Other	Other	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Pig	Pig	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Pig	Pig	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Pig	Pig	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Rabbit	Rabbit	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Rabbit	Rabbit	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Rabbit	Rabbit	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Rat	Rat	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Rat	Rat	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Rat	Rat	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Sheep	Sheep	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Sheep	Sheep	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Sheep	Sheep	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Snake	Snake	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Snake	Snake	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Snake	Snake	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Tortoise	Tortoise	English	K/µL	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Tortoise	Tortoise	French	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Eosinophils 	EOS	EOS	Tortoise	Tortoise	S.I.	x10^9/L	1	2	-9999999	-9999999	9999999	9999999					
VetAutoread	Fibrinogen 	FIBR	FIBR	Bovine	Beef Cattle	English	mg/dL	1	0	-9999999	200	500	9999999					
VetAutoread	Fibrinogen 	FIBR	FIBR	Bovine	Beef Cattle	French	mg/dL	1	0	-9999999	200	500	9999999					
VetAutoread	Fibrinogen 	FIBR	FIBR	Bovine	Beef Cattle	S.I.	mg/dL	1	0	-9999999	200	500	9999999					
VetAutoread	Fibrinogen 	FIBR	FIBR	Bovine	Dairy Cow	English	mg/dL	1	0	-9999999	200	500	9999999					
VetAutoread	Fibrinogen 	FIBR	FIBR	Bovine	Dairy Cow	French	mg/dL	1	0	-9999999	200	500	9999999					
VetAutoread	Fibrinogen 	FIBR	FIBR	Bovine	Dairy Cow	S.I.	mg/dL	1	0	-9999999	200	500	9999999					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Adult Canine	English	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Adult Canine	French	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Adult Canine	S.I.	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Geriatric Canine	English	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Geriatric Canine	French	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Geriatric Canine	S.I.	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Puppy	English	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Puppy	French	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Canine	Puppy	S.I.	mg/dL	1	0	0	100	250	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Equine	Adult Equine	English	mg/dL	1	0	0	200	450	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Equine	Adult Equine	French	mg/dL	1	0	0	200	450	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Equine	Adult Equine	S.I.	mg/dL	1	0	0	200	450	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Equine	Foal	English	mg/dL	1	0	0	200	450	2500					
VetAutoread	Fibrinogen 	FIBR	FIBR	Equine	Foal	French	mg/dL	1	0	0	200	450	2500					
